simulation_number,mutual_information,entropy,conditional_entropy,meZ,feZ,mB,mZ,mFZD,mFBD,mMBD,mMZD,mFBS,mFZS,mMBS,mFeBS,mFyBS,mFeZS,mFyZS,mFeBD,mFyBD,mFeZD,mFyZD,mMeBS,mMyBS,mMeBD,mMyBD,mMeZD,mMyZD,mFBeS,mFByS,mFZeS,mFZyS,mFBeD,mFByD,mFZeD,mFZyD,mMBeS,mMByS,mMBeD,mMByD,mMZeD,mMZyD,fB,fZ,fFZD,fFBD,fMBD,fMZD,fFBS,fFZS,fMBS,fFeBS,fFyBS,fFeZS,fFyZS,fFeBD,fFeZD,fFyZD,fMeBS,fMyBS,fMeBD,fMyBD,fMeZD,fMyZD,fFBeS,fFByS,fFZeS,fFZyS,fFBeD,fFByD,fFZeD,fFZyD,fMBeS,fMByS,fMBeD,fMByD,fMZeD,fMZyD,meB,myZ,feB,fyZ,mMZS,mMeZS,mMyZS,mMZeS,mMZyS,fMZS,fMeZS,fMyZS,fMZyS,myB,fyB,mF,mM,mFB,mFZ,mFyB,mFeB,mFeZ,mFyZ,fF,fM,fFB,fFZ,fFyB,fFeB,fFeZ,fFyZ,mMB,mMZ,mMeZ,mMyZ,mMeB,mMyB,fMB,fMZ,fMeZ,fMyZ,fMeB,fMyB
707,0.4416567448505384,1.78384153764383,1.3421847927932915,mɔsera bhai,choṭī bhan,mamera bhai,phupheri bahan,phupheri bahan,mameri bahan,mamera bhai,mɔsera bhai,mamera bhai,cacera bhai,cacera bhai,caceri bahan,caceri bahan,phuphera bhai,phupheri bahan,bahan,phupheri bahan,bhāī,caceri bahan,mameri bahan,phuphera bhai,cacera bhai,phuphera bhai,mamera bhai,dīdī,cacera bhai,mamera bhai,mɔsera bhai,mameri bahan,mamera bhai,mɔsera bhai,phuphera bhai,caceri bahan,caceri bahan,phuphera bhai,mameri bahan,cacera bhai,caceri bahan,choṭā bhāī,phuphera bhai,phupheri bahan,mɔsera bhai,mɔsera bhai,caceri bahan,mɔsera bhai,mɔseri bahan,phupheri bahan,bahan,choṭī bhan,mɔseri bahan,phuphera bhai,phupheri bahan,mɔseri bahan,phupheri bahan,mameri bahan,mameri bahan,phupheri bahan,caceri bahan,bhāī,mameri bahan,mɔsera bhai,cacera bhai,cacera bhai,mamera bhai,mamera bhai,mameri bahan,mɔseri bahan,mɔseri bahan,cacera bhai,choṭā bhāī,mɔseri bahan,mɔseri bahan,mameri bahan,mɔsera bhai,phuphera bhai,mɔseri bahan,mamera bhai,mɔseri bahan,mameri bahan,mamera bhai,cacera bhai,caceri bahan,dīdī,cacera bhai,phuphera bhai,phuphera bhai,baṛa bhai,mɔseri bahan,phupheri bahan,baṛa bhai,mausī,mausī,māmā,buā,bāp,cācā,māmā,buā,mātā,buā,mausī,bāp,māmā,tāū,tāū,cācā,tāū,mausī,buā,māmā,tāū,māmā,mausī,buā,buā,māmā,mātā,mausī
708,0.4755574502476858,1.7997511848723045,1.3241937346246186,mɔseri bahan,cacera bhai,cacera bhai,phuphera bhai,caceri bahan,mamera bhai,mɔsera bhai,bhāī,phupheri bahan,dīdī,mɔsera bhai,mɔsera bhai,caceri bahan,phuphera bhai,phupheri bahan,cacera bhai,phupheri bahan,choṭā bhāī,phuphera bhai,cacera bhai,mɔsera bhai,bahan,mamera bhai,phuphera bhai,caceri bahan,mɔseri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,phupheri bahan,cacera bhai,mɔseri bahan,mɔsera bhai,phuphera bhai,mameri bahan,baṛa bhai,mameri bahan,mameri bahan,mamera bhai,mameri bahan,mamera bhai,caceri bahan,phuphera bhai,phupheri bahan,mameri bahan,cacera bhai,mamera bhai,phupheri bahan,mɔseri bahan,mɔseri bahan,caceri bahan,caceri bahan,mamera bhai,caceri bahan,choṭī bhan,mameri bahan,caceri bahan,choṭī bhan,phuphera bhai,mameri bahan,mɔseri bahan,cacera bhai,mɔsera bhai,mɔseri bahan,phuphera bhai,mɔseri bahan,mameri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,phupheri bahan,caceri bahan,bahan,phuphera bhai,phupheri bahan,phupheri bahan,mɔsera bhai,baṛa bhai,mamera bhai,cacera bhai,cacera bhai,mamera bhai,mameri bahan,mamera bhai,cacera bhai,choṭā bhāī,dīdī,mɔseri bahan,bhāī,mamera bhai,tāū,mausī,mausī,buā,tāū,mātā,mausī,māmā,mausī,mausī,māmā,tāū,mātā,buā,buā,mausī,cācā,māmā,buā,buā,cācā,buā,māmā,bāp,tāū,bāp,māmā,māmā
709,0.4559673712801562,1.8574542936650011,1.401486922384845,choṭā bhāī,phupheri bahan,phuphera bhai,mɔseri bahan,phupheri bahan,mɔsera bhai,caceri bahan,mameri bahan,cacera bhai,dīdī,mamera bhai,mamera bhai,mɔseri bahan,phupheri bahan,phupheri bahan,caceri bahan,bahan,phuphera bhai,caceri bahan,cacera bhai,mɔsera bhai,choṭā bhāī,mɔseri bahan,phuphera bhai,phuphera bhai,mameri bahan,caceri bahan,mamera bhai,mɔseri bahan,baṛa bhai,phupheri bahan,bhāī,phupheri bahan,mɔseri bahan,mamera bhai,mameri bahan,phupheri bahan,mɔseri bahan,mɔsera bhai,phuphera bhai,mɔseri bahan,caceri bahan,phuphera bhai,mameri bahan,cacera bhai,cacera bhai,mamera bhai,mɔseri bahan,phuphera bhai,mameri bahan,choṭī bhan,phuphera bhai,mameri bahan,cacera bhai,phupheri bahan,mɔsera bhai,mamera bhai,caceri bahan,mameri bahan,mamera bhai,cacera bhai,phupheri bahan,mameri bahan,choṭī bhan,mamera bhai,mamera bhai,mɔsera bhai,mɔsera bhai,mɔsera bhai,mameri bahan,caceri bahan,cacera bhai,mɔsera bhai,caceri bahan,mamera bhai,cacera bhai,mɔsera bhai,baṛa bhai,mɔseri bahan,bhāī,dīdī,phuphera bhai,phuphera bhai,bahan,caceri bahan,cacera bhai,mɔseri bahan,phupheri bahan,mameri bahan,cacera bhai,māmā,tāū,buā,mātā,cācā,māmā,mausī,mausī,māmā,bāp,buā,buā,mausī,tāū,buā,bāp,cācā,tāū,māmā,māmā,mausī,buā,mausī,mātā,māmā,tāū,mausī,buā
710,0.40321873937753927,1.8503918656178735,1.4471731262403342,cacera bhai,phupheri bahan,choṭā bhāī,caceri bahan,caceri bahan,cacera bhai,phupheri bahan,mɔsera bhai,mameri bahan,baṛa bhai,phupheri bahan,cacera bhai,dīdī,mamera bhai,mɔsera bhai,bhāī,mameri bahan,mɔsera bhai,mameri bahan,phuphera bhai,mɔseri bahan,cacera bhai,phupheri bahan,phuphera bhai,mameri bahan,phupheri bahan,bahan,choṭī bhan,phuphera bhai,phuphera bhai,choṭā bhāī,mɔseri bahan,mɔseri bahan,caceri bahan,phuphera bhai,mameri bahan,phupheri bahan,phupheri bahan,cacera bhai,baṛa bhai,mɔseri bahan,mɔseri bahan,phuphera bhai,phuphera bhai,phuphera bhai,mɔsera bhai,phuphera bhai,caceri bahan,mameri bahan,caceri bahan,cacera bhai,mamera bhai,mameri bahan,mamera bhai,mɔsera bhai,mameri bahan,cacera bhai,mɔseri bahan,choṭī bhan,mameri bahan,mamera bhai,caceri bahan,mamera bhai,mɔsera bhai,caceri bahan,phupheri bahan,cacera bhai,mɔseri bahan,mamera bhai,caceri bahan,caceri bahan,phupheri bahan,mɔsera bhai,phupheri bahan,cacera bhai,bahan,mɔseri bahan,cacera bhai,mamera bhai,mameri bahan,bhāī,mamera bhai,mɔsera bhai,phuphera bhai,mamera bhai,mɔseri bahan,mamera bhai,mɔsera bhai,dīdī,mɔseri bahan,tāū,buā,bāp,buā,cācā,māmā,buā,mausī,mātā,tāū,cācā,mausī,tāū,māmā,buā,māmā,māmā,mausī,mausī,buā,mausī,mātā,bāp,māmā,māmā,mausī,buā,tāū
711,0.46606122000656147,1.8185428571350195,1.352481637128458,phuphera bhai,mɔsera bhai,mɔseri bahan,mɔseri bahan,cacera bhai,mameri bahan,mameri bahan,mɔsera bhai,mameri bahan,mɔsera bhai,mɔsera bhai,phupheri bahan,cacera bhai,mamera bhai,cacera bhai,mɔseri bahan,caceri bahan,mamera bhai,dīdī,phupheri bahan,mɔsera bhai,mameri bahan,phupheri bahan,phuphera bhai,phupheri bahan,mɔsera bhai,cacera bhai,mamera bhai,phupheri bahan,cacera bhai,mɔseri bahan,mameri bahan,mameri bahan,caceri bahan,mamera bhai,mamera bhai,caceri bahan,caceri bahan,baṛa bhai,bahan,mɔsera bhai,bahan,phupheri bahan,choṭī bhan,caceri bahan,mɔseri bahan,phupheri bahan,choṭā bhāī,baṛa bhai,phuphera bhai,caceri bahan,mameri bahan,cacera bhai,caceri bahan,phupheri bahan,cacera bhai,mameri bahan,phuphera bhai,mamera bhai,mɔsera bhai,caceri bahan,phupheri bahan,mɔsera bhai,bhāī,mɔseri bahan,phuphera bhai,mɔseri bahan,phuphera bhai,cacera bhai,mameri bahan,caceri bahan,choṭā bhāī,phuphera bhai,cacera bhai,mameri bahan,phupheri bahan,mamera bhai,dīdī,bhāī,phuphera bhai,phuphera bhai,mɔseri bahan,cacera bhai,mɔseri bahan,choṭī bhan,phuphera bhai,mɔseri bahan,mamera bhai,mamera bhai,mamera bhai,buā,cācā,māmā,māmā,cācā,bāp,tāū,mausī,māmā,buā,buā,mausī,buā,tāū,māmā,tāū,mausī,mātā,māmā,buā,bāp,buā,māmā,tāū,mausī,mausī,mātā,mausī
712,0.5066598948409597,1.7805358032584238,1.273875908417464,mɔsera bhai,mamera bhai,caceri bahan,caceri bahan,bhāī,cacera bhai,mɔseri bahan,phupheri bahan,mɔseri bahan,choṭā bhāī,phuphera bhai,phuphera bhai,phupheri bahan,phuphera bhai,mɔseri bahan,mɔsera bhai,mameri bahan,mamera bhai,baṛa bhai,mameri bahan,mɔseri bahan,mameri bahan,mɔseri bahan,caceri bahan,mɔsera bhai,cacera bhai,cacera bhai,mameri bahan,mɔsera bhai,bahan,mɔsera bhai,mɔsera bhai,mameri bahan,phuphera bhai,phupheri bahan,cacera bhai,cacera bhai,caceri bahan,cacera bhai,mameri bahan,mɔsera bhai,dīdī,phupheri bahan,choṭī bhan,mamera bhai,cacera bhai,phupheri bahan,mɔseri bahan,mɔseri bahan,mamera bhai,caceri bahan,mɔseri bahan,phupheri bahan,mameri bahan,caceri bahan,mɔseri bahan,caceri bahan,bhāī,dīdī,caceri bahan,phuphera bhai,mamera bhai,caceri bahan,cacera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mɔseri bahan,mamera bhai,phuphera bhai,mamera bhai,phuphera bhai,choṭā bhāī,bahan,phupheri bahan,baṛa bhai,cacera bhai,mameri bahan,mameri bahan,phupheri bahan,phuphera bhai,choṭī bhan,phuphera bhai,mamera bhai,cacera bhai,mamera bhai,mɔsera bhai,mamera bhai,phupheri bahan,phuphera bhai,buā,mausī,bāp,buā,mātā,tāū,mausī,tāū,cācā,mausī,buā,māmā,buā,mausī,mātā,māmā,māmā,māmā,buā,māmā,bāp,tāū,māmā,mausī,cācā,mausī,buā,tāū
713,0.4963940156985738,1.8108394129992227,1.314445397300649,caceri bahan,mɔseri bahan,mameri bahan,mɔsera bhai,mameri bahan,phuphera bhai,mɔseri bahan,choṭī bhan,mamera bhai,bhāī,phuphera bhai,phuphera bhai,mameri bahan,choṭā bhāī,phupheri bahan,mɔsera bhai,dīdī,bahan,mamera bhai,caceri bahan,caceri bahan,mamera bhai,phupheri bahan,baṛa bhai,caceri bahan,bahan,mameri bahan,mɔsera bhai,cacera bhai,phupheri bahan,phuphera bhai,mɔseri bahan,cacera bhai,mamera bhai,mɔseri bahan,bhāī,caceri bahan,baṛa bhai,phupheri bahan,mɔseri bahan,phuphera bhai,mɔsera bhai,cacera bhai,mameri bahan,phupheri bahan,cacera bhai,mɔsera bhai,mɔsera bhai,mɔsera bhai,phupheri bahan,mɔseri bahan,mameri bahan,mameri bahan,cacera bhai,phuphera bhai,cacera bhai,mamera bhai,mamera bhai,phuphera bhai,cacera bhai,choṭā bhāī,phupheri bahan,phupheri bahan,mɔseri bahan,mamera bhai,mɔseri bahan,phuphera bhai,mɔsera bhai,cacera bhai,mamera bhai,dīdī,phuphera bhai,mɔsera bhai,mɔseri bahan,caceri bahan,mameri bahan,mameri bahan,mɔseri bahan,phupheri bahan,caceri bahan,mamera bhai,caceri bahan,caceri bahan,cacera bhai,mameri bahan,mamera bhai,phuphera bhai,phupheri bahan,cacera bhai,choṭī bhan,bāp,buā,buā,buā,māmā,mausī,mausī,mausī,mausī,mātā,tāū,tāū,māmā,māmā,tāū,mausī,bāp,māmā,cācā,māmā,mātā,mausī,buā,buā,cācā,buā,tāū,māmā
714,0.44660938672716544,1.8342858896358933,1.387676502908728,dīdī,mɔseri bahan,mɔseri bahan,phupheri bahan,caceri bahan,cacera bhai,caceri bahan,caceri bahan,mɔseri bahan,mamera bhai,mameri bahan,choṭī bhan,mɔseri bahan,cacera bhai,cacera bhai,mamera bhai,dīdī,baṛa bhai,cacera bhai,mameri bahan,mamera bhai,mɔseri bahan,baṛa bhai,mamera bhai,mɔseri bahan,mɔseri bahan,mɔsera bhai,bhāī,mameri bahan,phuphera bhai,mɔseri bahan,choṭā bhāī,mameri bahan,caceri bahan,choṭā bhāī,phuphera bhai,mameri bahan,phuphera bhai,phupheri bahan,choṭī bhan,phupheri bahan,bahan,phupheri bahan,phupheri bahan,phuphera bhai,bahan,mɔsera bhai,cacera bhai,mamera bhai,mameri bahan,mamera bhai,cacera bhai,phupheri bahan,cacera bhai,phuphera bhai,caceri bahan,caceri bahan,mamera bhai,bhāī,mɔsera bhai,phupheri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,mameri bahan,caceri bahan,cacera bhai,mameri bahan,mɔsera bhai,phuphera bhai,mameri bahan,mamera bhai,cacera bhai,caceri bahan,phuphera bhai,phuphera bhai,caceri bahan,mɔseri bahan,cacera bhai,phupheri bahan,mɔsera bhai,mɔsera bhai,phuphera bhai,mɔsera bhai,mɔsera bhai,mɔseri bahan,mamera bhai,mameri bahan,mamera bhai,phupheri bahan,buā,cācā,tāū,buā,māmā,māmā,māmā,tāū,mausī,mātā,buā,buā,mausī,māmā,mausī,mausī,tāū,bāp,tāū,māmā,māmā,cācā,bāp,buā,buā,mausī,mausī,mātā
715,0.540001471070267,1.8267130621434116,1.2867115910731446,mameri bahan,choṭā bhāī,phuphera bhai,phupheri bahan,dīdī,choṭā bhāī,choṭī bhan,mɔseri bahan,mɔsera bhai,phupheri bahan,mɔseri bahan,cacera bhai,mɔseri bahan,caceri bahan,bhāī,cacera bhai,caceri bahan,caceri bahan,mamera bhai,cacera bhai,cacera bhai,phupheri bahan,choṭī bhan,cacera bhai,mɔseri bahan,mameri bahan,mɔsera bhai,caceri bahan,phuphera bhai,mamera bhai,mɔsera bhai,mameri bahan,mɔseri bahan,mɔseri bahan,mamera bhai,phupheri bahan,mɔsera bhai,baṛa bhai,caceri bahan,phupheri bahan,caceri bahan,mameri bahan,mɔsera bhai,mameri bahan,bhāī,caceri bahan,phupheri bahan,phupheri bahan,phuphera bhai,mɔseri bahan,mɔseri bahan,phuphera bhai,mameri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,phupheri bahan,mamera bhai,mamera bhai,phupheri bahan,phuphera bhai,cacera bhai,mamera bhai,cacera bhai,caceri bahan,mamera bhai,mamera bhai,mɔseri bahan,phuphera bhai,mamera bhai,mameri bahan,baṛa bhai,bahan,cacera bhai,mɔsera bhai,mameri bahan,mameri bahan,cacera bhai,phuphera bhai,mɔsera bhai,cacera bhai,phuphera bhai,caceri bahan,mɔsera bhai,dīdī,phuphera bhai,phuphera bhai,phupheri bahan,mamera bhai,bahan,tāū,mausī,bāp,buā,māmā,mausī,māmā,bāp,mausī,mātā,tāū,buā,buā,māmā,cācā,mausī,buā,cācā,tāū,mausī,māmā,mausī,buā,buā,mātā,māmā,māmā,tāū
716,0.5100133598638525,1.781439033040113,1.2714256731762605,mameri bahan,phuphera bhai,phupheri bahan,mamera bhai,phupheri bahan,baṛa bhai,cacera bhai,mɔseri bahan,phupheri bahan,dīdī,mɔsera bhai,bahan,mameri bahan,cacera bhai,mamera bhai,mɔseri bahan,mamera bhai,mamera bhai,caceri bahan,cacera bhai,choṭā bhāī,mɔsera bhai,phuphera bhai,mɔseri bahan,mɔsera bhai,caceri bahan,mɔseri bahan,phuphera bhai,phuphera bhai,phupheri bahan,choṭī bhan,mamera bhai,phupheri bahan,baṛa bhai,mɔsera bhai,bhāī,cacera bhai,caceri bahan,mɔseri bahan,mameri bahan,mɔsera bhai,mameri bahan,mamera bhai,mɔsera bhai,mɔseri bahan,phuphera bhai,caceri bahan,phupheri bahan,mamera bhai,mɔseri bahan,mamera bhai,cacera bhai,mɔsera bhai,dīdī,cacera bhai,mamera bhai,choṭā bhāī,cacera bhai,mameri bahan,mamera bhai,mameri bahan,cacera bhai,phupheri bahan,mameri bahan,caceri bahan,phupheri bahan,bahan,mɔsera bhai,caceri bahan,choṭī bhan,mameri bahan,cacera bhai,phupheri bahan,phuphera bhai,caceri bahan,phuphera bhai,bhāī,mɔsera bhai,phuphera bhai,caceri bahan,mɔseri bahan,mɔseri bahan,caceri bahan,phuphera bhai,mameri bahan,phuphera bhai,mɔseri bahan,mameri bahan,phupheri bahan,cacera bhai,māmā,māmā,mausī,mausī,tāū,māmā,tāū,mausī,cācā,mausī,buā,buā,buā,cācā,mausī,buā,mausī,bāp,bāp,māmā,mātā,tāū,buā,buā,māmā,mātā,māmā,tāū
717,0.5148275502777429,1.8469982011334547,1.3321706508557118,phuphera bhai,cacera bhai,mɔsera bhai,mɔseri bahan,caceri bahan,phuphera bhai,caceri bahan,bahan,cacera bhai,mameri bahan,mameri bahan,phupheri bahan,cacera bhai,cacera bhai,caceri bahan,mɔseri bahan,caceri bahan,caceri bahan,baṛa bhai,cacera bhai,caceri bahan,mɔsera bhai,mamera bhai,choṭī bhan,mameri bahan,bhāī,phuphera bhai,mɔseri bahan,phupheri bahan,mɔsera bhai,mameri bahan,mameri bahan,mameri bahan,cacera bhai,mɔsera bhai,phupheri bahan,caceri bahan,mɔseri bahan,mɔsera bhai,mamera bhai,mameri bahan,mɔsera bhai,mamera bhai,choṭī bhan,mɔseri bahan,mamera bhai,phuphera bhai,phuphera bhai,mɔseri bahan,mamera bhai,bhāī,caceri bahan,phupheri bahan,cacera bhai,choṭā bhāī,mamera bhai,phupheri bahan,cacera bhai,cacera bhai,mamera bhai,mɔseri bahan,phupheri bahan,phuphera bhai,mɔsera bhai,mɔseri bahan,phuphera bhai,cacera bhai,bahan,phuphera bhai,mamera bhai,phuphera bhai,mameri bahan,mameri bahan,phupheri bahan,mɔseri bahan,phupheri bahan,mameri bahan,mɔseri bahan,mɔsera bhai,phupheri bahan,choṭā bhāī,dīdī,dīdī,phuphera bhai,phupheri bahan,caceri bahan,mamera bhai,baṛa bhai,mamera bhai,mɔsera bhai,māmā,mausī,buā,māmā,mausī,buā,cācā,māmā,tāū,mausī,mātā,buā,mausī,buā,tāū,cācā,tāū,bāp,buā,māmā,māmā,māmā,mausī,bāp,buā,mausī,tāū,mātā
718,0.4603748818878577,1.821184209902389,1.3608093280145312,caceri bahan,mameri bahan,mameri bahan,phupheri bahan,caceri bahan,cacera bhai,mɔsera bhai,dīdī,mamera bhai,mɔseri bahan,phuphera bhai,phuphera bhai,phuphera bhai,caceri bahan,mɔsera bhai,choṭā bhāī,cacera bhai,mameri bahan,phuphera bhai,mamera bhai,phupheri bahan,mamera bhai,bahan,mameri bahan,mamera bhai,mɔseri bahan,caceri bahan,phuphera bhai,mamera bhai,caceri bahan,mɔsera bhai,mɔsera bhai,cacera bhai,mɔseri bahan,cacera bhai,mɔseri bahan,mɔseri bahan,phuphera bhai,mamera bhai,phupheri bahan,phupheri bahan,mameri bahan,mɔsera bhai,cacera bhai,bhāī,mameri bahan,phupheri bahan,phupheri bahan,cacera bhai,phuphera bhai,caceri bahan,mɔsera bhai,mamera bhai,cacera bhai,mɔseri bahan,mameri bahan,dīdī,choṭī bhan,mɔsera bhai,mɔsera bhai,mamera bhai,mameri bahan,baṛa bhai,phupheri bahan,mameri bahan,phupheri bahan,caceri bahan,mɔseri bahan,phuphera bhai,mɔseri bahan,phupheri bahan,bahan,mamera bhai,mɔseri bahan,mɔseri bahan,mameri bahan,phupheri bahan,cacera bhai,mamera bhai,cacera bhai,caceri bahan,phuphera bhai,choṭā bhāī,choṭī bhan,mɔsera bhai,cacera bhai,baṛa bhai,bhāī,phuphera bhai,caceri bahan,māmā,buā,buā,cācā,mātā,māmā,mātā,mausī,mausī,mausī,tāū,buā,mausī,mausī,māmā,buā,buā,buā,tāū,tāū,māmā,tāū,bāp,bāp,māmā,māmā,mausī,cācā
719,0.45534613600254037,1.7996990956317718,1.3443529596292314,cacera bhai,mameri bahan,phupheri bahan,phupheri bahan,caceri bahan,mɔsera bhai,mɔsera bhai,mameri bahan,mameri bahan,mɔseri bahan,phuphera bhai,cacera bhai,mɔsera bhai,phupheri bahan,choṭā bhāī,cacera bhai,phuphera bhai,phupheri bahan,mameri bahan,caceri bahan,caceri bahan,phuphera bhai,mamera bhai,phuphera bhai,phupheri bahan,mamera bhai,mɔsera bhai,cacera bhai,choṭī bhan,bhāī,phuphera bhai,phupheri bahan,dīdī,mamera bhai,mameri bahan,caceri bahan,bhāī,mɔseri bahan,mɔseri bahan,baṛa bhai,cacera bhai,caceri bahan,caceri bahan,choṭā bhāī,phuphera bhai,mɔsera bhai,phuphera bhai,phupheri bahan,mɔseri bahan,mameri bahan,mameri bahan,bahan,mɔseri bahan,mameri bahan,bahan,phupheri bahan,mamera bhai,cacera bhai,mamera bhai,phuphera bhai,mamera bhai,cacera bhai,baṛa bhai,caceri bahan,mɔseri bahan,phupheri bahan,mɔsera bhai,phuphera bhai,dīdī,mɔsera bhai,cacera bhai,mɔseri bahan,phupheri bahan,cacera bhai,mameri bahan,mɔseri bahan,mamera bhai,phuphera bhai,mamera bhai,mamera bhai,choṭī bhan,cacera bhai,mɔseri bahan,mɔsera bhai,caceri bahan,mɔsera bhai,mameri bahan,mamera bhai,caceri bahan,mɔseri bahan,bāp,māmā,buā,buā,buā,mausī,mausī,cācā,bāp,mausī,māmā,buā,māmā,tāū,tāū,māmā,mātā,buā,mātā,mausī,cācā,tāū,buā,mausī,mausī,tāū,māmā,māmā
720,0.48335754242320506,1.8728662562930698,1.3895087138698647,dīdī,caceri bahan,mɔseri bahan,mɔseri bahan,phuphera bhai,caceri bahan,mɔsera bhai,phuphera bhai,caceri bahan,phupheri bahan,bhāī,cacera bhai,phuphera bhai,mamera bhai,mamera bhai,cacera bhai,mameri bahan,mameri bahan,mameri bahan,caceri bahan,mameri bahan,dīdī,mamera bhai,mameri bahan,cacera bhai,phupheri bahan,cacera bhai,bahan,cacera bhai,mameri bahan,phupheri bahan,baṛa bhai,mamera bhai,phupheri bahan,mɔsera bhai,mɔsera bhai,mɔseri bahan,mamera bhai,choṭā bhāī,caceri bahan,phuphera bhai,mɔsera bhai,mɔsera bhai,cacera bhai,mɔseri bahan,bahan,mameri bahan,mɔseri bahan,caceri bahan,choṭī bhan,caceri bahan,phuphera bhai,phuphera bhai,phupheri bahan,caceri bahan,mameri bahan,mamera bhai,mamera bhai,choṭī bhan,choṭā bhāī,mamera bhai,caceri bahan,mɔsera bhai,mameri bahan,phupheri bahan,mɔseri bahan,phupheri bahan,phupheri bahan,phuphera bhai,bhāī,mɔseri bahan,mamera bhai,mɔseri bahan,phuphera bhai,phupheri bahan,mameri bahan,baṛa bhai,mɔsera bhai,phupheri bahan,mɔseri bahan,cacera bhai,mɔseri bahan,cacera bhai,phuphera bhai,phuphera bhai,cacera bhai,mamera bhai,cacera bhai,mɔsera bhai,mɔsera bhai,bāp,cācā,mātā,bāp,tāū,mausī,buā,mausī,tāū,buā,mausī,buā,māmā,māmā,māmā,māmā,mausī,māmā,tāū,buā,mausī,mausī,buā,tāū,māmā,mātā,buā,cācā
721,0.43699036534284175,1.8166554445827636,1.3796650792399219,mɔseri bahan,choṭī bhan,mamera bhai,cacera bhai,phupheri bahan,mɔseri bahan,cacera bhai,caceri bahan,cacera bhai,mɔsera bhai,phupheri bahan,mameri bahan,mɔseri bahan,mɔseri bahan,phupheri bahan,mamera bhai,mamera bhai,mɔsera bhai,cacera bhai,phuphera bhai,phupheri bahan,bahan,phuphera bhai,caceri bahan,mamera bhai,mameri bahan,mɔsera bhai,mamera bhai,phuphera bhai,mɔseri bahan,choṭā bhāī,phupheri bahan,caceri bahan,phupheri bahan,mameri bahan,cacera bhai,phuphera bhai,mɔsera bhai,mɔseri bahan,bhāī,bahan,mamera bhai,choṭī bhan,phuphera bhai,phuphera bhai,mɔseri bahan,mamera bhai,dīdī,phupheri bahan,mamera bhai,mɔsera bhai,phupheri bahan,caceri bahan,mameri bahan,mamera bhai,mɔsera bhai,phuphera bhai,phupheri bahan,caceri bahan,mameri bahan,caceri bahan,cacera bhai,caceri bahan,cacera bhai,mɔsera bhai,baṛa bhai,mameri bahan,caceri bahan,phuphera bhai,choṭā bhāī,mameri bahan,mameri bahan,cacera bhai,phuphera bhai,caceri bahan,mamera bhai,baṛa bhai,dīdī,mɔseri bahan,mameri bahan,phuphera bhai,mɔsera bhai,bhāī,cacera bhai,phupheri bahan,mɔseri bahan,mɔsera bhai,cacera bhai,mɔseri bahan,mameri bahan,buā,mātā,māmā,mausī,māmā,buā,mausī,māmā,māmā,bāp,mausī,tāū,tāū,mausī,mātā,māmā,buā,buā,cācā,buā,tāū,bāp,buā,cācā,mausī,mausī,tāū,māmā
722,0.4309172394340619,1.82610955238566,1.3951923129515982,caceri bahan,mameri bahan,phuphera bhai,mɔsera bhai,mɔsera bhai,caceri bahan,mameri bahan,mɔseri bahan,caceri bahan,dīdī,mameri bahan,mɔseri bahan,phuphera bhai,mameri bahan,choṭī bhan,phuphera bhai,phupheri bahan,cacera bhai,baṛa bhai,mɔseri bahan,phupheri bahan,choṭā bhāī,mamera bhai,mɔseri bahan,phuphera bhai,phupheri bahan,phuphera bhai,mameri bahan,mamera bhai,mameri bahan,cacera bhai,caceri bahan,mameri bahan,caceri bahan,cacera bhai,mamera bhai,cacera bhai,bhāī,mamera bhai,phupheri bahan,mɔsera bhai,bahan,caceri bahan,mɔsera bhai,phupheri bahan,bahan,mɔsera bhai,cacera bhai,cacera bhai,phupheri bahan,dīdī,cacera bhai,phuphera bhai,mɔsera bhai,phupheri bahan,mamera bhai,mamera bhai,caceri bahan,mɔseri bahan,mɔsera bhai,bhāī,baṛa bhai,phuphera bhai,mɔsera bhai,choṭī bhan,mameri bahan,phuphera bhai,phuphera bhai,mameri bahan,mɔseri bahan,mɔseri bahan,cacera bhai,caceri bahan,mamera bhai,mamera bhai,phuphera bhai,phupheri bahan,cacera bhai,cacera bhai,mɔseri bahan,caceri bahan,mɔseri bahan,mamera bhai,mɔsera bhai,mameri bahan,phupheri bahan,mɔseri bahan,choṭā bhāī,phupheri bahan,mamera bhai,buā,mausī,māmā,mātā,mausī,buā,māmā,māmā,buā,bāp,bāp,tāū,mausī,mātā,mausī,buā,buā,mausī,cācā,tāū,tāū,tāū,buā,māmā,cācā,māmā,mausī,māmā
